SYMBOL
HDFCBANK.NS
RELIANCE.NS
ICICIBANK.NS
BHARTIARTL.NS
DIXON.NS
REDINGTON.NS
SBIN.NS
SHRIRAMFIN.NS
BSE.NS
LT.NS
TEJASNET.NS
INFY.NS
INDIGO.NS
TCS.NS
ETERNAL.NS
VEDL.NS
MAZDOCK.NS
BEL.NS
M&M.NS
MCX.NS
RCF.NS
KOTAKBANK.NS
POLYCAB.NS
AXISBANK.NS
HAPPSTMNDS.NS
BAJFINANCE.NS
NETWEB.NS
HAL.NS
FACT.NS
SUNPHARMA.NS
PGEL.NS
ITC.NS
ABSLAMC.NS
JIOFIN.NS
ULTRACEMCO.NS
BPCL.NS
NATIONALUM.NS
POWERINDIA.NS
TATASTEEL.NS
ONGC.NS
MARUTI.NS
COALINDIA.NS
TMPV.NS
HINDALCO.NS
IDFCFIRSTB.NS
BAJAJ-AUTO.NS
HINDPETRO.NS
POWERGRID.NS
IOC.NS
PFC.NS
NTPC.NS
INDUSINDBK.NS
IDEA.NS
KEI.NS
HDFCAMC.NS
ADANIPORTS.NS
SOLARINDS.NS
EICHERMOT.NS
DATAPATTNS.NS
TVSMOTOR.NS
KAYNES.NS
PETRONET.NS
ASHOKLEY.NS
GLENMARK.NS
UNIONBANK.NS
ADANIENT.NS
TITAN.NS
AIIL.NS
BDL.NS
GAIL.NS
CANBK.NS
DRREDDY.NS
FEDERALBNK.NS
FORCEMOT.NS
APOLLOHOSP.NS
ABB.NS
TATAPOWER.NS
SUZLON.NS
GRASIM.NS
MRPL.NS
COFORGE.NS
CGPOWER.NS
AUROPHARMA.NS
HEROMOTOCO.NS
ADANIGREEN.NS
RECLTD.NS
DLF.NS
ASIANPAINT.NS
TRENT.NS
GRSE.NS
AMBER.NS
GODREJPROP.NS
BANKBARODA.NS
CUMMINSIND.NS
LUPIN.NS
COROMANDEL.NS
WIPRO.NS
MOTHERSON.NS
MAXHEALTH.NS
APLAPOLLO.NS
JWL.NS
OIL.NS
PERSISTENT.NS
HINDUNILVR.NS
IDBI.NS
HDFCLIFE.NS
